1,1,485.85,89.58,67.81,51.72,0.95,-1,-1,-1
1,2,541.93,67.03,54.64,44.60,0.93,-1,-1,-1
1,3,583.91,99.24,67.10,58.33,0.93,-1,-1,-1
1,4,641.14,48.19,44.40,43.07,0.93,-1,-1,-1
1,5,947.81,87.16,47.62,36.88,0.90,-1,-1,-1
1,6,608.07,77.57,51.46,45.67,0.88,-1,-1,-1
1,7,574.83,49.31,43.84,36.93,0.87,-1,-1,-1
1,8,607.10,40.31,30.08,29.11,0.76,-1,-1,-1
1,9,637.45,23.97,30.60,23.25,0.64,-1,-1,-1
2,3,572.90,109.03,74.68,62.55,0.94,-1,-1,-1
2,2,531.37,70.71,57.75,47.41,0.94,-1,-1,-1
2,1,470.22,96.42,71.32,56.94,0.93,-1,-1,-1
2,4,641.01,47.68,44.19,43.75,0.93,-1,-1,-1
2,6,602.33,82.70,54.87,47.82,0.91,-1,-1,-1
2,7,571.34,50.89,44.41,38.48,0.90,-1,-1,-1
2,5,946.93,86.53,48.41,37.27,0.89,-1,-1,-1
2,8,604.43,40.04,32.46,29.70,0.80,-1,-1,-1
3,3,551.82,124.70,84.82,70.01,0.95,-1,-1,-1
3,6,596.39,92.20,59.08,51.64,0.95,-1,-1,-1
3,1,439.81,109.91,80.54,63.11,0.95,-1,-1,-1
3,2,516.48,76.34,63.70,51.50,0.95,-1,-1,-1
3,4,639.48,49.79,44.92,42.64,0.93,-1,-1,-1
3,7,561.76,54.06,48.43,40.34,0.92,-1,-1,-1
3,5,947.70,87.45,47.63,36.70,0.88,-1,-1,-1
3,8,602.25,39.92,35.02,30.47,0.84,-1,-1,-1
3,10,628.30,28.59,30.54,24.98,0.74,-1,-1,-1
4,3,510.73,150.68,105.55,84.74,0.96,-1,-1,-1
4,1,385.89,132.60,98.28,77.31,0.96,-1,-1,-1
4,6,575.06,107.34,71.08,58.35,0.96,-1,-1,-1
4,2,494.41,85.77,70.23,55.46,0.94,-1,-1,-1
4,4,635.08,51.74,47.63,44.76,0.92,-1,-1,-1
4,7,548.94,59.06,52.31,43.74,0.92,-1,-1,-1
4,5,948.34,87.66,47.02,36.53,0.90,-1,-1,-1
4,8,595.70,42.75,39.64,30.35,0.87,-1,-1,-1
4,10,624.16,29.82,32.26,26.43,0.76,-1,-1,-1
5,3,429.05,197.22,143.50,115.26,0.97,-1,-1,-1
5,1,290.28,173.93,132.00,102.08,0.97,-1,-1,-1
5,2,460.19,98.82,79.92,63.45,0.95,-1,-1,-1
5,6,551.88,129.84,78.66,70.26,0.95,-1,-1,-1
5,4,628.81,54.35,49.23,47.96,0.93,-1,-1,-1
5,7,530.58,65.14,58.87,48.84,0.93,-1,-1,-1
5,8,586.93,46.62,42.45,31.70,0.91,-1,-1,-1
5,5,946.81,86.73,48.47,37.10,0.88,-1,-1,-1
5,10,619.29,30.75,34.49,29.37,0.65,-1,-1,-1
6,6,499.32,171.28,104.48,91.68,0.96,-1,-1,-1
6,2,402.10,121.30,98.18,78.95,0.96,-1,-1,-1
6,1,84.24,253.66,211.98,167.47,0.96,-1,-1,-1
6,7,505.20,76.35,65.63,54.00,0.94,-1,-1,-1
6,4,619.43,61.12,51.90,49.92,0.93,-1,-1,-1
6,3,259.87,293.00,224.94,194.52,0.93,-1,-1,-1
6,8,572.39,52.79,47.12,34.27,0.92,-1,-1,-1
6,5,946.63,86.83,48.77,36.98,0.89,-1,-1,-1
6,10,615.27,31.67,35.23,30.16,0.87,-1,-1,-1
6,11,670.58,33.80,31.82,30.12,0.77,-1,-1,-1
7,2,298.24,160.33,133.44,107.00,0.97,-1,-1,-1
7,6,381.50,254.38,164.29,147.42,0.95,-1,-1,-1
7,7,467.62,90.96,76.21,62.99,0.95,-1,-1,-1
7,8,550.70,61.29,54.49,38.75,0.94,-1,-1,-1
7,4,605.50,69.52,57.80,55.49,0.94,-1,-1,-1
7,3,0.28,543.75,260.05,170.27,0.93,-1,-1,-1
7,10,609.10,33.85,38.00,31.83,0.88,-1,-1,-1
7,11,661.19,40.72,38.47,33.55,0.84,-1,-1,-1
7,5,949.83,87.35,45.24,35.22,0.71,-1,-1,-1
8,2,89.23,244.57,210.76,169.12,0.96,-1,-1,-1
8,7,406.87,112.24,97.35,78.78,0.96,-1,-1,-1
8,8,520.55,74.47,62.22,43.00,0.94,-1,-1,-1
8,4,586.07,81.74,65.00,64.76,0.94,-1,-1,-1
8,6,87.12,461.62,315.66,251.73,0.94,-1,-1,-1
8,11,650.13,47.90,43.44,37.55,0.93,-1,-1,-1
8,10,602.39,37.74,39.71,31.99,0.92,-1,-1,-1
8,5,949.47,87.06,45.58,36.99,0.85,-1,-1,-1
9,7,305.06,149.91,133.63,105.25,0.97,-1,-1,-1
9,8,478.86,90.12,74.89,49.84,0.95,-1,-1,-1
9,4,561.18,101.62,77.04,75.11,0.94,-1,-1,-1
9,11,635.72,56.49,49.15,43.19,0.94,-1,-1,-1
9,10,594.11,41.93,41.94,33.81,0.92,-1,-1,-1
9,5,947.40,86.97,47.77,36.68,0.89,-1,-1,-1
10,8,418.57,111.42,93.06,61.91,0.96,-1,-1,-1
10,11,617.46,66.81,55.86,51.51,0.95,-1,-1,-1
10,7,102.86,219.06,212.33,170.95,0.95,-1,-1,-1
10,4,522.06,130.72,97.19,91.23,0.94,-1,-1,-1
10,10,582.52,46.72,45.16,35.88,0.94,-1,-1,-1
10,5,947.49,86.88,47.64,36.74,0.89,-1,-1,-1
11,8,325.75,147.40,121.29,81.24,0.96,-1,-1,-1
11,4,443.55,183.28,141.88,120.90,0.96,-1,-1,-1
11,10,567.57,53.25,48.98,39.16,0.95,-1,-1,-1
11,11,592.29,84.80,65.88,60.43,0.94,-1,-1,-1
11,5,946.94,86.29,47.88,37.16,0.89,-1,-1,-1
11,7,0.00,395.54,26.98,213.56,0.46,-1,-1,-1
12,8,152.38,214.97,186.11,127.97,0.96,-1,-1,-1
12,11,557.06,109.94,79.80,75.20,0.96,-1,-1,-1
12,10,546.54,62.08,55.56,44.28,0.94,-1,-1,-1
12,4,266.67,290.75,241.81,206.29,0.93,-1,-1,-1
12,5,946.76,86.61,48.35,36.89,0.89,-1,-1,-1
13,11,495.97,149.73,109.02,102.46,0.97,-1,-1,-1
13,10,516.46,74.42,65.12,51.48,0.96,-1,-1,-1
13,12,991.18,304.24,160.95,125.40,0.96,-1,-1,-1
13,4,0.39,587.66,281.82,127.10,0.92,-1,-1,-1
13,5,947.94,86.91,47.72,37.03,0.88,-1,-1,-1
13,8,0.00,375.13,101.33,205.57,0.87,-1,-1,-1
14,10,472.98,91.70,77.79,59.83,0.96,-1,-1,-1
14,12,890.97,153.82,80.70,65.37,0.96,-1,-1,-1
14,11,367.91,224.48,172.39,167.19,0.95,-1,-1,-1
14,5,946.72,87.23,48.93,36.83,0.89,-1,-1,-1
15,10,404.21,116.11,100.89,76.44,0.96,-1,-1,-1
15,12,848.30,94.81,51.46,42.48,0.94,-1,-1,-1
15,11,33.10,430.97,337.86,279.67,0.93,-1,-1,-1
15,5,947.91,86.77,46.99,36.90,0.89,-1,-1,-1
16,10,288.83,157.56,138.03,105.44,0.97,-1,-1,-1
16,12,823.87,62.41,37.27,30.74,0.92,-1,-1,-1
16,5,946.46,86.72,48.64,36.80,0.89,-1,-1,-1
17,10,61.18,240.92,222.17,173.53,0.95,-1,-1,-1
17,5,947.60,87.26,48.04,36.72,0.90,-1,-1,-1
17,12,810.38,41.10,28.36,24.35,0.84,-1,-1,-1
18,5,947.57,86.82,47.60,36.92,0.89,-1,-1,-1
18,12,799.08,32.80,25.26,15.81,0.49,-1,-1,-1
19,5,947.07,86.69,48.05,36.88,0.89,-1,-1,-1
19,12,794.05,18.17,20.54,16.38,0.60,-1,-1,-1
20,5,947.04,87.42,48.84,36.43,0.89,-1,-1,-1
20,13,1053.20,273.44,222.62,389.52,0.84,-1,-1,-1
20,14,1058.74,340.14,220.76,379.76,0.74,-1,-1,-1
20,12,788.28,5.05,15.69,14.31,0.68,-1,-1,-1
21,5,947.04,87.42,48.84,36.43,0.89,-1,-1,-1
21,13,1053.20,273.44,222.62,389.52,0.84,-1,-1,-1
21,14,1058.74,340.14,220.76,379.76,0.74,-1,-1,-1
21,12,788.28,5.05,15.69,14.31,0.68,-1,-1,-1
22,13,938.34,123.51,277.99,283.13,0.93,-1,-1,-1
22,5,947.62,87.20,48.50,35.18,0.79,-1,-1,-1
23,13,868.43,72.11,170.71,180.50,0.92,-1,-1,-1
24,13,790.08,33.52,92.94,98.70,0.95,-1,-1,-1
24,5,947.54,87.06,48.23,36.92,0.91,-1,-1,-1
25,13,790.08,33.52,92.94,98.70,0.95,-1,-1,-1
25,5,947.54,87.06,48.23,36.92,0.91,-1,-1,-1
26,15,986.79,267.17,145.26,112.38,0.96,-1,-1,-1
26,5,946.69,86.43,48.73,37.37,0.88,-1,-1,-1
26,13,762.11,16.32,53.02,61.83,0.63,-1,-1,-1
27,15,986.79,267.17,145.26,112.38,0.96,-1,-1,-1
27,5,946.69,86.43,48.73,37.37,0.88,-1,-1,-1
27,13,762.11,16.32,53.02,61.83,0.63,-1,-1,-1
28,16,887.19,151.27,83.37,66.29,0.96,-1,-1,-1
28,15,854.32,90.42,49.33,41.48,0.94,-1,-1,-1
28,5,946.38,86.73,48.92,36.89,0.89,-1,-1,-1
29,16,887.19,151.27,83.37,66.29,0.96,-1,-1,-1
29,15,854.32,90.42,49.33,41.48,0.94,-1,-1,-1
29,5,946.38,86.73,48.92,36.89,0.89,-1,-1,-1
30,16,833.38,63.30,39.05,31.42,0.92,-1,-1,-1
30,5,946.75,86.68,48.31,37.22,0.88,-1,-1,-1
30,15,818.38,40.36,27.73,24.23,0.85,-1,-1,-1
31,16,833.38,63.30,39.05,31.42,0.92,-1,-1,-1
31,5,946.75,86.68,48.31,37.22,0.88,-1,-1,-1
31,15,818.38,40.36,27.73,24.23,0.85,-1,-1,-1
32,5,946.72,86.74,48.49,37.01,0.89,-1,-1,-1
32,15,814.53,34.25,25.42,17.89,0.63,-1,-1,-1
33,5,946.72,86.74,48.49,37.01,0.89,-1,-1,-1
33,15,814.53,34.25,25.42,17.89,0.63,-1,-1,-1
34,5,947.60,86.93,47.81,37.00,0.88,-1,-1,-1
34,17,676.24,5.44,18.85,14.43,0.62,-1,-1,-1
34,15,803.74,14.79,18.41,14.23,0.27,-1,-1,-1
35,5,947.60,86.93,47.81,37.00,0.88,-1,-1,-1
35,17,676.24,5.44,18.85,14.43,0.62,-1,-1,-1
35,15,803.74,14.79,18.41,14.23,0.27,-1,-1,-1
36,5,947.32,87.08,47.97,36.83,0.88,-1,-1,-1
36,17,653.34,14.46,24.64,19.35,0.74,-1,-1,-1
37,5,947.32,87.08,47.97,36.83,0.88,-1,-1,-1
37,17,653.34,14.46,24.64,19.35,0.74,-1,-1,-1
38,5,948.51,87.19,46.66,36.58,0.87,-1,-1,-1
38,17,638.22,25.46,28.57,19.32,0.77,-1,-1,-1
39,5,947.88,87.30,47.59,36.71,0.89,-1,-1,-1
39,17,618.76,29.94,34.47,27.36,0.87,-1,-1,-1
40,17,563.54,55.02,48.81,36.17,0.94,-1,-1,-1
40,18,142.89,285.55,265.43,234.06,0.93,-1,-1,-1
40,5,946.01,86.98,49.33,36.55,0.84,-1,-1,-1
41,17,563.54,55.02,48.81,36.17,0.94,-1,-1,-1
41,18,142.89,285.55,265.43,234.06,0.93,-1,-1,-1
41,5,946.01,86.98,49.33,36.55,0.84,-1,-1,-1
42,18,43.29,206.63,205.20,166.88,0.96,-1,-1,-1
42,17,531.89,68.08,57.13,42.12,0.95,-1,-1,-1
42,19,1047.86,423.41,232.14,204.47,0.92,-1,-1,-1
42,5,947.27,86.96,48.04,36.49,0.89,-1,-1,-1
43,19,920.58,209.64,113.22,87.90,0.96,-1,-1,-1
43,17,507.30,77.64,64.48,46.82,0.94,-1,-1,-1
43,5,947.49,87.26,47.90,36.88,0.90,-1,-1,-1
43,18,0.28,149.29,121.87,132.55,0.88,-1,-1,-1
44,17,496.23,82.13,67.67,48.21,0.95,-1,-1,-1
44,19,839.66,85.15,49.74,38.68,0.94,-1,-1,-1
44,5,947.25,86.83,48.02,37.06,0.89,-1,-1,-1
44,20,664.31,41.97,32.43,27.32,0.87,-1,-1,-1
44,21,0.62,631.22,313.28,83.75,0.86,-1,-1,-1
45,17,496.23,82.13,67.67,48.21,0.95,-1,-1,-1
45,19,839.66,85.15,49.74,38.68,0.94,-1,-1,-1
45,5,947.25,86.83,48.02,37.06,0.89,-1,-1,-1
45,20,664.31,41.97,32.43,27.32,0.87,-1,-1,-1
45,21,0.62,631.22,313.28,83.75,0.86,-1,-1,-1
46,17,496.25,82.08,67.65,48.28,0.95,-1,-1,-1
46,20,649.67,53.03,39.00,31.69,0.92,-1,-1,-1
46,19,819.70,58.18,38.86,29.82,0.91,-1,-1,-1
46,5,946.59,86.60,48.65,37.09,0.89,-1,-1,-1
47,17,496.27,82.04,67.71,48.15,0.95,-1,-1,-1
47,20,634.65,61.06,45.59,37.74,0.94,-1,-1,-1
47,19,800.79,39.06,32.80,24.39,0.89,-1,-1,-1
47,5,947.42,86.75,47.88,37.04,0.88,-1,-1,-1
48,17,496.13,82.10,67.67,48.22,0.95,-1,-1,-1
48,20,621.56,70.49,50.00,39.92,0.94,-1,-1,-1
48,5,947.15,86.73,47.92,37.03,0.88,-1,-1,-1
48,19,784.76,30.26,26.64,16.50,0.50,-1,-1,-1
49,17,496.21,82.33,67.67,48.10,0.95,-1,-1,-1
49,20,613.04,76.56,52.87,42.56,0.94,-1,-1,-1
49,5,946.47,86.72,48.69,37.22,0.88,-1,-1,-1
49,19,775.41,16.23,22.45,17.37,0.80,-1,-1,-1
49,22,675.09,3.42,19.54,18.25,0.67,-1,-1,-1
50,22,1009.90,333.38,196.11,149.94,0.95,-1,-1,-1
50,17,496.23,82.30,67.68,48.03,0.95,-1,-1,-1
50,20,607.67,79.61,55.21,44.87,0.94,-1,-1,-1
50,5,946.62,86.78,48.55,37.16,0.88,-1,-1,-1
50,23,1233.64,309.10,46.36,109.09,0.73,-1,-1,-1
50,19,770.64,9.49,20.41,15.83,0.69,-1,-1,-1
51,20,605.29,81.59,55.73,45.42,0.96,-1,-1,-1
51,24,954.35,348.37,224.24,176.77,0.95,-1,-1,-1
51,22,928.39,199.25,110.91,84.25,0.95,-1,-1,-1
