1,1,598.01,72.75,62.58,65.24,0.91,-1,-1,-1
1,2,923.72,75.52,46.81,32.18,0.90,-1,-1,-1
1,3,500.74,84.78,64.21,47.26,0.88,-1,-1,-1
1,4,538.55,63.68,53.04,43.85,0.80,-1,-1,-1
1,5,585.67,50.15,40.12,34.62,0.75,-1,-1,-1
1,6,452.22,58.15,52.25,34.42,0.68,-1,-1,-1
1,7,617.27,38.75,33.61,30.51,0.55,-1,-1,-1
1,8,892.35,43.67,30.79,27.48,0.55,-1,-1,-1
2,1,598.01,72.75,62.58,65.24,0.91,-1,-1,-1
2,2,923.72,75.52,46.81,32.18,0.90,-1,-1,-1
2,3,500.74,84.78,64.21,47.26,0.88,-1,-1,-1
2,4,538.55,63.68,53.04,43.85,0.80,-1,-1,-1
2,5,585.67,50.15,40.12,34.62,0.75,-1,-1,-1
2,6,452.22,58.15,52.25,34.42,0.68,-1,-1,-1
2,7,617.27,38.75,33.61,30.51,0.55,-1,-1,-1
2,8,892.35,43.67,30.79,27.48,0.55,-1,-1,-1
3,3,496.43,85.89,68.45,46.84,0.91,-1,-1,-1
3,1,591.28,81.17,64.31,65.94,0.91,-1,-1,-1
3,2,923.78,75.46,47.35,32.31,0.90,-1,-1,-1
3,6,453.28,58.17,51.07,33.64,0.89,-1,-1,-1
3,4,537.90,63.77,53.70,44.03,0.82,-1,-1,-1
3,5,585.60,50.41,39.49,33.75,0.79,-1,-1,-1
3,7,619.15,68.73,41.95,42.63,0.73,-1,-1,-1
3,8,892.31,43.60,30.80,27.60,0.54,-1,-1,-1
4,1,574.77,92.39,70.29,73.66,0.92,-1,-1,-1
4,3,490.51,87.91,66.18,48.14,0.92,-1,-1,-1
4,6,452.65,58.17,52.17,34.03,0.91,-1,-1,-1
4,2,923.90,75.61,47.58,32.04,0.90,-1,-1,-1
4,7,612.98,73.73,46.51,43.32,0.85,-1,-1,-1
4,4,536.81,63.81,54.24,43.67,0.84,-1,-1,-1
4,5,583.59,50.50,41.50,37.16,0.83,-1,-1,-1
4,9,619.20,5.71,52.15,52.55,0.64,-1,-1,-1
4,8,891.87,43.54,30.84,27.64,0.58,-1,-1,-1
5,1,546.71,109.09,83.48,84.61,0.93,-1,-1,-1
5,3,477.27,93.16,73.30,51.04,0.92,-1,-1,-1
5,6,453.04,58.05,51.60,33.91,0.91,-1,-1,-1
5,7,603.75,81.39,50.87,44.61,0.90,-1,-1,-1
5,2,923.78,75.26,47.94,32.32,0.88,-1,-1,-1
5,5,581.16,50.92,42.54,36.91,0.83,-1,-1,-1
5,4,529.48,66.95,58.61,42.40,0.79,-1,-1,-1
5,9,618.82,6.48,52.09,51.57,0.64,-1,-1,-1
5,8,891.93,43.49,30.80,27.66,0.63,-1,-1,-1
