1,1,581.13,111.79,71.42,60.82,0.95,-1,-1,-1
1,2,520.50,90.68,58.52,48.00,0.95,-1,-1,-1
1,3,628.85,67.71,53.81,46.49,0.93,-1,-1,-1
1,4,930.38,69.92,39.49,28.83,0.88,-1,-1,-1
1,5,566.62,26.94,79.78,63.62,0.83,-1,-1,-1
1,6,536.59,45.76,59.24,65.45,0.74,-1,-1,-1
1,7,894.19,60.26,50.18,27.35,0.58,-1,-1,-1
2,1,581.13,111.79,71.42,60.82,0.95,-1,-1,-1
2,2,520.50,90.68,58.52,48.00,0.95,-1,-1,-1
2,3,628.85,67.71,53.81,46.49,0.93,-1,-1,-1
2,4,930.38,69.92,39.49,28.83,0.88,-1,-1,-1
2,5,566.62,26.94,79.78,63.62,0.83,-1,-1,-1
2,6,536.59,45.76,59.24,65.45,0.74,-1,-1,-1
2,7,894.19,60.26,50.18,27.35,0.58,-1,-1,-1
3,1,581.13,111.79,71.42,60.82,0.95,-1,-1,-1
3,2,520.50,90.68,58.52,48.00,0.95,-1,-1,-1
3,3,628.85,67.71,53.81,46.49,0.93,-1,-1,-1
3,4,930.38,69.92,39.49,28.83,0.88,-1,-1,-1
3,5,566.62,26.94,79.78,63.62,0.83,-1,-1,-1
3,6,536.59,45.76,59.24,65.45,0.74,-1,-1,-1
3,7,894.19,60.26,50.18,27.35,0.58,-1,-1,-1
4,1,581.13,111.79,71.42,60.82,0.95,-1,-1,-1
4,2,520.50,90.68,58.52,48.00,0.95,-1,-1,-1
4,3,628.85,67.71,53.81,46.49,0.93,-1,-1,-1
4,4,930.38,69.92,39.49,28.83,0.88,-1,-1,-1
4,5,566.62,26.94,79.78,63.62,0.83,-1,-1,-1
4,6,536.59,45.76,59.24,65.45,0.74,-1,-1,-1
4,7,894.19,60.26,50.18,27.35,0.58,-1,-1,-1
5,1,581.13,111.79,71.42,60.82,0.95,-1,-1,-1
5,2,520.50,90.68,58.52,48.00,0.95,-1,-1,-1
