1,1,103.17,305.65,388.32,219.11,0.91,-1,-1,-1
1,2,502.73,81.03,66.46,53.31,0.88,-1,-1,-1
2,1,103.17,305.65,388.32,219.11,0.91,-1,-1,-1
2,2,502.73,81.03,66.46,53.31,0.88,-1,-1,-1
3,2,487.61,88.58,72.34,51.79,0.88,-1,-1,-1
3,3,576.57,103.86,71.81,66.86,0.82,-1,-1,-1
3,1,0.00,371.65,143.97,214.39,0.78,-1,-1,-1
4,2,464.00,97.20,77.64,60.70,0.90,-1,-1,-1
4,3,541.66,126.06,94.07,74.56,0.82,-1,-1,-1
4,4,663.19,50.83,40.87,36.48,0.57,-1,-1,-1
5,3,482.63,166.83,117.38,99.34,0.90,-1,-1,-1
5,2,424.06,109.05,93.57,74.41,0.86,-1,-1,-1
5,4,598.11,66.10,61.02,64.37,0.77,-1,-1,-1
6,2,358.83,137.26,115.87,88.92,0.93,-1,-1,-1
6,3,326.44,245.59,198.44,155.96,0.92,-1,-1,-1
6,5,544.19,60.57,53.92,45.77,0.68,-1,-1,-1
6,6,649.92,60.66,46.98,39.31,0.63,-1,-1,-1
7,2,246.59,183.95,159.32,113.62,0.93,-1,-1,-1
7,3,0.19,464.38,303.86,246.68,0.93,-1,-1,-1
7,7,419.09,109.65,96.81,82.05,0.89,-1,-1,-1
7,8,556.36,101.36,78.20,75.60,0.84,-1,-1,-1
7,5,522.00,69.88,63.59,51.12,0.82,-1,-1,-1
7,6,636.25,66.91,53.74,46.40,0.78,-1,-1,-1
7,9,1188.98,572.91,90.75,144.72,0.68,-1,-1,-1
8,9,1046.04,347.37,211.70,177.74,0.94,-1,-1,-1
8,2,22.42,274.34,255.83,177.95,0.94,-1,-1,-1
8,8,515.38,125.40,97.07,97.73,0.93,-1,-1,-1
8,7,323.12,135.67,130.27,120.32,0.91,-1,-1,-1
8,5,495.31,84.14,69.05,54.98,0.91,-1,-1,-1
8,6,617.17,78.08,61.96,58.68,0.81,-1,-1,-1
9,9,963.81,231.16,133.82,112.42,0.94,-1,-1,-1
9,5,456.16,100.48,81.02,62.67,0.92,-1,-1,-1
9,8,446.58,167.76,127.35,133.47,0.90,-1,-1,-1
9,6,592.87,95.34,73.67,75.27,0.88,-1,-1,-1
9,7,147.02,197.83,200.89,158.17,0.87,-1,-1,-1
10,9,910.06,164.76,97.21,81.41,0.94,-1,-1,-1
10,8,289.40,254.14,208.26,200.87,0.93,-1,-1,-1
10,5,394.48,125.75,100.95,75.87,0.92,-1,-1,-1
10,6,555.76,122.59,91.48,97.58,0.91,-1,-1,-1
10,7,0.40,332.07,121.56,262.50,0.79,-1,-1,-1
10,10,510.83,79.06,64.84,50.68,0.68,-1,-1,-1
11,8,0.78,491.94,293.27,225.06,0.93,-1,-1,-1
11,5,298.60,163.45,134.11,95.77,0.93,-1,-1,-1
11,6,488.01,162.22,123.82,120.07,0.92,-1,-1,-1
11,11,472.74,93.44,75.50,61.94,0.90,-1,-1,-1
11,9,875.96,122.37,76.92,62.84,0.90,-1,-1,-1
11,12,1143.33,339.37,136.67,141.17,0.90,-1,-1,-1
11,10,540.61,61.13,57.98,52.37,0.62,-1,-1,-1
12,12,1011.87,357.50,215.79,172.45,0.95,-1,-1,-1
12,13,1081.23,246.34,121.33,86.67,0.94,-1,-1,-1
12,5,117.92,234.20,207.31,140.54,0.94,-1,-1,-1
12,6,348.31,243.32,197.52,189.81,0.93,-1,-1,-1
12,9,852.53,94.68,57.07,48.83,0.91,-1,-1,-1
12,11,410.38,110.27,98.11,83.57,0.88,-1,-1,-1
12,10,507.17,76.00,67.80,56.02,0.80,-1,-1,-1
13,12,929.68,221.89,120.93,99.79,0.94,-1,-1,-1
13,6,5.58,442.38,370.99,270.13,0.92,-1,-1,-1
13,13,1033.36,188.45,94.69,68.31,0.90,-1,-1,-1
13,9,837.88,72.47,45.82,41.84,0.89,-1,-1,-1
13,11,304.50,151.54,133.69,114.98,0.89,-1,-1,-1
13,10,460.00,96.12,82.78,67.22,0.77,-1,-1,-1
13,5,0.12,397.84,93.64,219.19,0.75,-1,-1,-1
