2,1,549.34,127.74,83.59,68.80,0.96,-1,-1,-1
2,5,995.93,338.75,222.32,177.45,0.94,-1,-1,-1
2,3,417.12,113.89,98.68,66.72,0.94,-1,-1,-1
2,2,552.28,66.41,49.71,38.37,0.93,-1,-1,-1
2,4,902.81,59.85,40.22,29.79,0.89,-1,-1,-1
3,1,502.19,160.84,104.30,86.95,0.96,-1,-1,-1
3,3,336.43,140.04,126.08,89.01,0.95,-1,-1,-1
3,2,541.47,71.66,52.86,40.05,0.94,-1,-1,-1
3,5,914.65,197.05,121.49,99.46,0.94,-1,-1,-1
3,4,902.65,59.99,40.41,29.63,0.89,-1,-1,-1
4,3,172.00,202.74,190.45,127.89,0.97,-1,-1,-1
4,1,410.89,219.66,147.15,125.07,0.96,-1,-1,-1
4,2,524.05,79.91,57.79,43.50,0.93,-1,-1,-1
4,5,869.77,126.80,79.67,62.75,0.93,-1,-1,-1
4,4,903.45,60.27,39.68,29.46,0.83,-1,-1,-1
5,6,954.91,277.74,152.58,125.79,0.96,-1,-1,-1
5,2,498.82,90.78,64.80,48.29,0.94,-1,-1,-1
5,1,201.23,346.96,253.19,229.48,0.93,-1,-1,-1
5,5,842.79,86.18,56.09,43.89,0.93,-1,-1,-1
5,3,0.00,352.87,126.05,214.88,0.89,-1,-1,-1
5,4,902.81,60.22,40.25,29.43,0.86,-1,-1,-1
6,6,897.37,174.23,93.68,80.53,0.95,-1,-1,-1
6,2,459.58,107.84,76.89,55.54,0.95,-1,-1,-1
6,5,824.21,60.70,41.80,31.39,0.89,-1,-1,-1
6,4,903.02,60.20,40.19,29.47,0.88,-1,-1,-1
7,2,394.23,131.69,96.02,71.13,0.95,-1,-1,-1
7,6,862.18,118.76,64.51,53.61,0.94,-1,-1,-1
7,7,798.56,262.62,137.69,140.28,0.92,-1,-1,-1
7,4,902.83,60.10,39.30,30.12,0.79,-1,-1,-1
7,5,811.74,40.85,32.70,25.63,0.74,-1,-1,-1
8,2,283.50,175.57,132.17,93.57,0.97,-1,-1,-1
8,7,788.01,150.33,85.24,80.21,0.94,-1,-1,-1
8,6,839.86,84.92,47.51,40.01,0.92,-1,-1,-1
8,4,902.88,59.98,38.10,29.16,0.85,-1,-1,-1
8,5,800.95,27.81,27.91,20.95,0.50,-1,-1,-1
9,2,68.14,260.81,208.07,150.07,0.96,-1,-1,-1
9,7,778.08,98.75,60.96,54.15,0.92,-1,-1,-1
9,6,824.41,61.27,37.64,31.05,0.92,-1,-1,-1
9,4,902.89,60.44,39.78,28.97,0.85,-1,-1,-1
10,7,775.01,69.99,45.11,37.94,0.90,-1,-1,-1
10,4,902.82,60.17,40.29,29.63,0.89,-1,-1,-1
10,6,813.88,43.48,30.19,25.60,0.88,-1,-1,-1
10,5,784.50,10.73,19.26,14.53,0.54,-1,-1,-1
11,4,902.41,59.98,40.65,29.96,0.89,-1,-1,-1
11,7,772.31,49.09,35.70,29.58,0.89,-1,-1,-1
11,6,807.14,32.78,24.00,20.55,0.63,-1,-1,-1
12,4,903.72,60.30,39.02,29.41,0.84,-1,-1,-1
12,7,769.80,36.37,28.19,22.52,0.77,-1,-1,-1
12,6,800.98,22.78,21.67,18.02,0.69,-1,-1,-1
13,4,901.73,59.76,41.43,30.05,0.86,-1,-1,-1
13,7,766.99,24.53,24.87,19.97,0.83,-1,-1,-1
13,6,796.49,16.30,18.96,15.06,0.45,-1,-1,-1
